0,0,0,0,0,0,0,537,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,226,0,0,0,0,0,0,0,0,0,0,0,0,1787,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,1738,0,0,0,0,0,1835,0,0,0,0,0,0,0,0,0,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855,0,0,0,0,0,0,1873,0,0,0,0,0
0,1013,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,1585,1595,0,0,0,0
936,1098,0,0,0,0,0,975,976,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,0,0,0,0,1787,0,0,1608,1609,1619,0,0,0,1850
984,965,1098,0,0,0,0,999,1000,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,1642,1643,0,0,0,0
984,1011,965,1098,1135,0,0,978,979,980,0,0,0,0,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,942,942,965,938,1098,0,0,1040,0,0,0,936,938,938,940,0,0,0,1202,1203,0,0,0,0,0,0,936,938,938,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1190,1190,942,963,965,1098,1110,1064,0,0,936,966,1011,1738,965,938,939,939,939,940,0,1108,0,0,1178,936,965,966,965,938,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1190,942,1738,965,1096,1096,1096,1096,966,1738,941,1191,1191,1191,1191,1191,1191,965,938,938,938,938,938,966,0,0,0,0,965,938,940,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1190,1191,1191,1191,1191,1191,1191,1191,1191,1036,0,0,0,0,0,1032,1191,1191,1191,1191,1738,1011,1110,0,1873,0,0,0,0,965,938,940,0,0,1207,1209,0,0,0,0,0,0,0,0,1873,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,1191,1191,940,1131,0,0,0,0,0,0,0,1032,938,938,1096,1098,0,0,0,0,0,0,0,0,0,0
0,0,1161,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,1033,1191,1493,0,0,0,0,0,0,0,965,965,965,940,1135,0,0,0,0,0,1041,1042,1043
0,0,0,0,0,0,0,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,1191,0,0,0,0,0,0,0,0,0,1190,1192,1192,1036,0,0,0,0,1065,1066,1067
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,1258,1259,0,0,0,0,0,0,0,0,0,0,0,0,996,997,1046
0,0,0,0,0,0,0,0,0,0,0,1014,0,1110,0,0,0,0,0,0,0,0,0,0,936,940,0,0,0,0,0,0,1236,1237,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0
0,0,1135,0,0,0,0,0,0,0,0,1062,936,939,940,0,0,0,0,0,0,0,0,936,1117,988,1495,0,0,0,0,0,1260,1261,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,1110
0,1178,936,937,937,940,0,0,0,0,0,936,937,1011,940,0,0,1488,944,0,0,0,1178,984,962,1116,940,0,0,0,1467,0,1132,1063,1178,0,0,0,0,0,0,944,1464,0,0,0,968,936,938,938
0,936,966,496,1011,964,0,0,0,0,936,966,985,545,1012,0,0,936,938,940,0,0,936,966,545,986,1116,940,0,0,936,939,939,939,939,939,940,0,0,0,936,939,940,0,0,0,936,966,962,545
