0,0,0,0,1789,0,0,0,0,1731,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,0,0,1833,0,0,0,0,0,0,0,1873,0,0,1833
1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,63,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,1588,0,0,0
0,0,1737,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,118,119,0,108,109,110,0,0,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,1611,1612,0,0,1833
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,112,113,0,0,141,142,143,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,0,1635,1636,0,0,0
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,136,137,0,0,36,37,38,0,0,103,0,246,247,0,0,0,0,0,369,370,371,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,108,133,110,0,199,0,751,1471,0,0,126,0,158,160,160,0,0,0,0,372,421,422,0,0,0,0,0,0,0,1833,0,0,1802
0,0,0,0,0,0,1873,0,0,0,0,0,0,0,128,1471,0,0,751,1110,0,158,159,2,2,2,2,2,2,181,0,0,0,0,0,822,444,445,446,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,158,160,160,160,160,160,160,159,181,0,0,0,0,0,720,722,630,0,0,0,0,158,160,162,440,0,0,0,0,0,0,0,0,0,1873,0,0
0,0,0,0,0,1665,1666,1667,0,0,0,0,158,181,698,721,721,721,649,857,649,1110,0,0,1873,0,0,0,0,672,826,0,0,0,0,0,180,160,162,0,1466,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1689,1690,1691,0,0,0,158,181,866,676,0,0,0,720,722,722,722,630,0,0,0,0,0,0,720,630,1134,0,0,1873,0,629,722,630,160,162,0,0,0,0,0,441,442,443,0
0,0,0,0,0,1713,1714,1715,0,0,0,254,157,780,652,0,1873,0,0,0,0,0,720,722,630,628,0,0,0,0,720,722,781,0,0,0,652,0,653,654,0,0,0,0,0,0,351,352,422,0
0,0,0,0,0,0,0,0,0,0,0,0,254,256,628,1467,0,0,0,0,0,0,0,0,720,630,628,0,0,0,0,0,720,630,1110,629,724,0,0,0,0,0,0,0,0,0,375,448,377,0
105,106,107,0,0,0,0,0,0,0,0,0,0,0,653,628,628,0,0,0,0,0,0,0,0,672,865,628,0,0,0,0,0,720,722,724,0,0,0,0,0,0,0,0,1134,0,158,160,162,0
129,130,131,0,0,0,0,0,0,0,0,0,0,0,0,0,653,628,0,0,0,0,0,0,0,720,722,630,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,160,181,856,210,1110
108,133,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,626,628,0,0,0,0,0,0,0,0,0,0,0,0,0,158,181,0,0,0,180,162
0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,0,672,651,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
0,727,0,578,579,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1134,0,1107,0,0,0,0,672,808,652,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,0,392,210
1465,751,0,158,160,160,160,160,160,162,0,270,271,0,0,0,0,0,0,0,624,625,625,628,1494,0,1467,696,698,653,628,0,1471,0,0,0,0,0,0,0,0,1495,0,0,486,0,0,0,440,210
160,160,160,181,209,183,208,209,232,180,160,160,4,0,0,624,628,0,0,624,654,184,699,653,626,626,626,654,184,865,653,627,627,0,0,624,628,0,0,158,160,160,160,160,160,160,160,160,160,210
